0	-0,0592275
0,00005	-0,0592688
0,0001	-0,0593012
0,00015	-0,0593188
0,0002	-0,0593175
0,00025	-0,0592988
0,0003	-0,0592663
0,00035	-0,0592288
0,0004	-0,0592025
0,00045	-0,0591912
0,0005	-0,0591937
0,00055	-0,059215
0,0006	-0,0592462
0,00065	-0,05928
0,0007	-0,059315
0,00075	-0,0593463
0,0008	-0,05937
0,00085	-0,0593875
0,0009	-0,0594038
0,00095	-0,0594263
0,001	-0,0594625
0,00105	-0,05951
0,0011	-0,059565
0,00115	-0,0596212
0,0012	-0,059675
0,00125	-0,059725
0,0013	-0,0597688
0,00135	-0,0598075
0,0014	-0,0598362
0,00145	-0,0598513
0,0015	-0,059855
0,00155	-0,059855
0,0016	-0,0598513
0,00165	-0,0598475
0,0017	-0,0598425
0,00175	-0,0598375
0,0018	-0,0598338
0,00185	-0,059835
0,0019	-0,0598462
0,00195	-0,0598712
0,002	-0,0599075
0,00205	-0,0599487
0,0021	-0,0599812
0,00215	-0,0599975
0,0022	-0,0599938
0,00225	-0,0599663
0,0023	-0,0599212
0,00235	-0,0598687
0,0024	-0,0598137
0,00245	-0,0597587
0,0025	-0,0597125
0,00255	-0,0596762
0,0026	-0,05965
0,00265	-0,0596325
0,0027	-0,0596187
0,00275	-0,0596075
0,0028	-0,0596025
0,00285	-0,0596
0,0029	-0,0596
0,00295	-0,059595
0,003	-0,0595837
0,00305	-0,0595637
0,0031	-0,0595425
0,00315	-0,0595238
0,0032	-0,0595113
0,00325	-0,0595012
0,0033	-0,0594925
0,00335	-0,0594825
0,0034	-0,0594725
0,00345	-0,0594613
0,0035	-0,0594512
0,00355	-0,059445
0,0036	-0,0594462
0,00365	-0,0594563
0,0037	-0,0594775
0,00375	-0,0595062
0,0038	-0,0595362
0,00385	-0,059555
0,0039	-0,05956
0,00395	-0,0595525
0,004	-0,059525
0,00405	-0,0594888
0,0041	-0,0594538
0,00415	-0,05943
0,0042	-0,0594175
0,00425	-0,0594187
0,0043	-0,05943
0,00435	-0,0594475
0,0044	-0,0594638
0,00445	-0,0594725
0,0045	-0,0594737
0,00455	-0,059465
0,0046	-0,0594475
0,00465	-0,0594263
0,0047	-0,0594038
0,00475	-0,059385
0,0048	-0,059375
0,00485	-0,0593713
0,0049	-0,0593725
0,00495	-0,0593775
0,005	-0,0593875
0,00505	-0,0594013
0,0051	-0,0594162
0,00515	-0,0594325
0,0052	-0,0594475
0,00525	-0,0594625
0,0053	-0,05948
0,00535	-0,0595012
0,0054	-0,0595312
0,00545	-0,0595788
0,0055	-0,0596475
0,00555	-0,0597388
0,0056	-0,05984
0,00565	-0,0599388
0,0057	-0,06002
0,00575	-0,0600825
0,0058	-0,0601275
0,00585	-0,06016
0,0059	-0,0601837
0,00595	-0,0601975
0,006	-0,0602062
0,00605	-0,0602112
0,0061	-0,060215
0,00615	-0,0602188
0,0062	-0,06022
0,00625	-0,06022
0,0063	-0,0602112
0,00635	-0,0601938
0,0064	-0,0601688
0,00645	-0,0601388
0,0065	-0,0601088
0,00655	-0,060085
0,0066	-0,06007
0,00665	-0,0600625
0,0067	-0,0600588
0,00675	-0,0600563
0,0068	-0,0600475
0,00685	-0,0600263
0,0069	-0,0599875
0,00695	-0,0599363
0,007	-0,0598825
0,00705	-0,0598387
0,0071	-0,0598137
0,00715	-0,0598087
0,0072	-0,0598125
0,00725	-0,0598175
0,0073	-0,05982
0,00735	-0,0598162
0,0074	-0,0598013
0,00745	-0,0597775
0,0075	-0,0597463
0,00755	-0,05971
0,0076	-0,0596725
0,00765	-0,0596375
0,0077	-0,0596025
0,00775	-0,0595713
0,0078	-0,05954
0,00785	-0,0595087
0,0079	-0,0594813
0,00795	-0,0594588
0,008	-0,0594462
0,00805	-0,0594475
0,0081	-0,0594588
0,00815	-0,0594737
0,0082	-0,0594838
0,00825	-0,0594838
0,0083	-0,0594737
0,00835	-0,0594588
0,0084	-0,0594475
0,00845	-0,0594425
0,0085	-0,0594437
0,00855	-0,0594538
0,0086	-0,0594663
0,00865	-0,05948
0,0087	-0,0594863
0,00875	-0,0594888
0,0088	-0,0594888
0,00885	-0,059485
0,0089	-0,0594825
0,00895	-0,0594838
0,009	-0,0594913
0,00905	-0,0595037
0,0091	-0,0595175
0,00915	-0,0595275
0,0092	-0,0595287
0,00925	-0,0595275
0,0093	-0,05952
0,00935	-0,05951
0,0094	-0,059495
0,00945	-0,0594737
0,0095	-0,0594475
0,00955	-0,05942
0,0096	-0,0593975
0,00965	-0,059385
0,0097	-0,0593788
0,00975	-0,0593825
0,0098	-0,0594013
0,00985	-0,0594425
0,0099	-0,0595062
0,00995	-0,0595887
0,01	-0,05969
0,01005	-0,0598038
0,0101	-0,0599175
0,01015	-0,0600213
0,0102	-0,060105
0,01025	-0,0601675
0,0103	-0,0602125
0,01035	-0,0602488
0,0104	-0,0602825
0,01045	-0,0603225
0,0105	-0,0603675
0,01055	-0,0604163
0,0106	-0,06046
0,01065	-0,0604962
0,0107	-0,0605212
0,01075	-0,0605363
0,0108	-0,0605425
0,01085	-0,0605425
0,0109	-0,0605338
0,01095	-0,0605212
0,011	-0,0605063
0,01105	-0,0604862
0,0111	-0,0604575
0,01115	-0,0604188
0,0112	-0,06037
0,01125	-0,0603125
0,0113	-0,0602488
0,01135	-0,060175
0,0114	-0,0600875
0,01145	-0,0599837
0,0115	-0,0598712
0,01155	-0,0597562
0,0116	-0,05965
0,01165	-0,059555
0,0117	-0,0594725
0,01175	-0,0594
0,0118	-0,0593387
0,01185	-0,05929
0,0119	-0,0592575
0,01195	-0,0592413
0,012	-0,0592413
0,01205	-0,0592512
0,0121	-0,05927
0,01215	-0,0592888
0,0122	-0,0593087
0,01225	-0,059325
